Dicofre,Freguesia,Concelho,Distrito,TAA,AREA_EA_Ha,AREA_T_Ha,Des_Simpli
"150913",União das freguesias de São Domingos e Vale de Água,SANTIAGO DO CACÉM,SETÚBAL,ÁREA PRINCIPAL,20588.66,20588.66,São Domingos e Vale de Água
"020504",Cabeça Gorda,BEJA,BEJA,ÁREA PRINCIPAL,7815.68,7815.68,Cabeça Gorda
"020106",União das freguesias de Aljustrel e Rio de Moinhos,ALJUSTREL,BEJA,ÁREA PRINCIPAL,22883.93,22883.93,Aljustrel e Rio de Moinhos
"020104",São João de Negrilhos,ALJUSTREL,BEJA,ÁREA PRINCIPAL,7701.84,7701.84,São João de Negrilhos
"150902",Alvalade,SANTIAGO DO CACÉM,SETÚBAL,ÁREA PRINCIPAL,16182.21,16182.21,Alvalade
"020510",Santa Clara de Louredo,BEJA,BEJA,ÁREA PRINCIPAL,7188.48,7188.48,Santa Clara de Louredo
"020102",Ervidel,ALJUSTREL,BEJA,ÁREA PRINCIPAL,3885.08,3885.08,Ervidel
"020522",União das freguesias de Salvada e Quintos,BEJA,BEJA,ÁREA PRINCIPAL,19971.94,19971.94,Salvada e Quintos
"021307",Vila Verde de Ficalho,SERPA,BEJA,ÁREA PRINCIPAL,10539.44,10539.44,Vila Verde de Ficalho
"021308",União das freguesias de Serpa (Salvador e Santa Maria),SERPA,BEJA,ÁREA PRINCIPAL,44372.78,44372.78,Serpa (Salvador e Santa Maria)
"151301",Sines,SINES,SETÚBAL,ÁREA PRINCIPAL,15256.50,15257.98,Sines
"020523",União das freguesias de Santa Vitória e Mombeja,BEJA,BEJA,ÁREA PRINCIPAL,16613.15,16613.15,Santa Vitória e Mombeja
"021309",União das freguesias de Vila Nova de São Bento e Vale de Vargo,SERPA,BEJA,ÁREA PRINCIPAL,30024.78,30024.78,Vila Nova de São Bento e Vale de Vargo
"020521",União das freguesias de Beja (Santiago Maior e São João Baptista),BEJA,BEJA,ÁREA PRINCIPAL,5126.55,5126.55,Beja (Santiago Maior e São João Baptista)
"150904",Ermidas-Sado,SANTIAGO DO CACÉM,SETÚBAL,ÁREA PRINCIPAL,8240.04,8240.04,Ermidas-Sado
"150901",Abela,SANTIAGO DO CACÉM,SETÚBAL,ÁREA PRINCIPAL,13767.91,13767.91,Abela
"020520",União das freguesias de Beja (Salvador e Santa Maria da Feira),BEJA,BEJA,ÁREA PRINCIPAL,2250.91,2250.91,Beja (Salvador e Santa Maria da Feira)
"020506",Nossa Senhora das Neves,BEJA,BEJA,ÁREA PRINCIPAL,5314.38,5314.38,Nossa Senhora das Neves
"020503",Beringel,BEJA,BEJA,ÁREA PRINCIPAL,1604.96,1604.96,Beringel
"150912","União das freguesias de Santiago do Cacém, Santa Cruz e São Bartolomeu da Serra",SANTIAGO DO CACÉM,SETÚBAL,ÁREA PRINCIPAL,20793.49,20793.49,"Santiago do Cacém, S. Cruz e S. Bartolomeu da Serra"
"021302",Brinches,SERPA,BEJA,ÁREA PRINCIPAL,9240.18,9240.18,Brinches
"021008",Sobral da Adiça,MOURA,BEJA,ÁREA PRINCIPAL,13819.58,13819.58,Sobral da Adiça
"020524",União das freguesias de Trigaches e São Brissos,BEJA,BEJA,ÁREA PRINCIPAL,6825.93,6825.93,Trigaches e São Brissos
"020502",Baleizão,BEJA,BEJA,ÁREA PRINCIPAL,13974.29,13974.29,Baleizão
"150907",Santo André,SANTIAGO DO CACÉM,SETÚBAL,ÁREA PRINCIPAL,7510.51,7510.51,Santo André
"150910",São Francisco da Serra,SANTIAGO DO CACÉM,SETÚBAL,ÁREA PRINCIPAL,5137.94,5137.94,São Francisco da Serra
"020808",União das freguesias de Ferreira do Alentejo e Canhestros,FERREIRA DO ALENTEJO,BEJA,ÁREA PRINCIPAL,29562.16,29562.16,Ferreira do Alentejo e Canhestros
"021010",União das freguesias de Safara e Santo Aleixo da Restauração,MOURA,BEJA,ÁREA PRINCIPAL,23720.49,23720.49,Safara e Santo Aleixo da Restauração
"020516",São Matias,BEJA,BEJA,ÁREA PRINCIPAL,7022.77,7022.77,São Matias
"020807",União das freguesias de Alfundão e Peroguarda,FERREIRA DO ALENTEJO,BEJA,ÁREA PRINCIPAL,8833.20,8833.20,Alfundão e Peroguarda
"021303",Pias,SERPA,BEJA,ÁREA PRINCIPAL,16386.16,16386.16,Pias
"020803",Figueira dos Cavaleiros,FERREIRA DO ALENTEJO,BEJA,ÁREA PRINCIPAL,15420.19,15420.19,Figueira dos Cavaleiros
"020702",Faro do Alentejo,CUBA,BEJA,ÁREA PRINCIPAL,4467.51,4467.51,Faro do Alentejo
"021401",Pedrógão,VIDIGUEIRA,BEJA,ÁREA PRINCIPAL,12569.05,12569.05,Pedrógão
"150501",Azinheira dos Barros e São Mamede do Sádão,GRÂNDOLA,SETÚBAL,ÁREA PRINCIPAL,17252.07,17252.07,Azinheira dos Barros e São Mamede do Sádão
"020701",Cuba,CUBA,BEJA,ÁREA PRINCIPAL,7009.21,7009.21,Cuba
"020804",Odivelas,FERREIRA DO ALENTEJO,BEJA,ÁREA PRINCIPAL,11005.13,11005.13,Odivelas
"020401",Barrancos,BARRANCOS,BEJA,ÁREA PRINCIPAL,16841.73,16841.73,Barrancos
"021402",Selmes,VIDIGUEIRA,BEJA,ÁREA PRINCIPAL,13746.90,13746.90,Selmes
"021009",União das freguesias de Moura (Santo Agostinho e São João Baptista) e Santo Amador,MOURA,BEJA,ÁREA PRINCIPAL,28741.83,28741.83,Santo Agostinho e São João Baptista e Santo Amador
"021403",Vidigueira,VIDIGUEIRA,BEJA,ÁREA PRINCIPAL,2782.99,2782.99,Vidigueira
"070908",Vera Cruz,PORTEL,ÉVORA,ÁREA PRINCIPAL,4461.55,4461.55,Vera Cruz
"021404",Vila de Frades,VIDIGUEIRA,BEJA,ÁREA PRINCIPAL,2562.14,2562.14,Vila de Frades
"150503",Melides,GRÂNDOLA,SETÚBAL,ÁREA PRINCIPAL,15516.28,15516.28,Melides
"020704",Vila Ruiva,CUBA,BEJA,ÁREA PRINCIPAL,1294.43,2012.23,Vila Ruiva
"020703",Vila Alva,CUBA,BEJA,ÁREA PRINCIPAL,3719.77,3719.77,Vila Alva
"021001",Amareleja,MOURA,BEJA,ÁREA PRINCIPAL,10855.72,10855.72,Amareleja
"150506",União das freguesias de Grândola e Santa Margarida da Serra,GRÂNDOLA,SETÚBAL,ÁREA PRINCIPAL,41625.49,41625.49,Grândola e Santa Margarida da Serra
"020704",Vila Ruiva,CUBA,BEJA,ÁREA SECUNDÁRIA,717.80,2012.23,Vila Ruiva
"070906",Santana,PORTEL,ÉVORA,ÁREA PRINCIPAL,4195.16,4195.16,Santana
"020301",Alvito,ALVITO,BEJA,ÁREA PRINCIPAL,13652.34,13652.34,Alvito
"020302",Vila Nova da Baronia,ALVITO,BEJA,ÁREA PRINCIPAL,12832.98,12832.98,Vila Nova da Baronia
"070801",Granja,MOURÃO,ÉVORA,ÁREA PRINCIPAL,9255.71,9255.71,Granja
"021002",Póvoa de São Miguel,MOURA,BEJA,ÁREA PRINCIPAL,18707.93,18707.93,Póvoa de São Miguel
"150104",Torrão,ALCÁCER DO SAL,SETÚBAL,ÁREA PRINCIPAL,37238.81,37238.81,Torrão
"070905",Portel,PORTEL,ÉVORA,ÁREA PRINCIPAL,15643.87,15643.87,Portel
"070802",Luz,MOURÃO,ÉVORA,ÁREA PRINCIPAL,5085.50,5085.50,Luz
"070910",União das freguesias de São Bartolomeu do Outeiro e Oriola,PORTEL,ÉVORA,ÁREA PRINCIPAL,7374.34,7374.34,São Bartolomeu do Outeiro e Oriola
"071302",Viana do Alentejo,VIANA DO ALENTEJO,ÉVORA,ÁREA PRINCIPAL,9469.87,9469.87,Viana do Alentejo
"070909",União das freguesias de Amieira e Alqueva,PORTEL,ÉVORA,ÁREA PRINCIPAL,17714.46,17714.46,Amieira e Alqueva
"071106",União das freguesias de Campo e Campinho,REGUENGOS DE MONSARAZ,ÉVORA,ÁREA PRINCIPAL,17757.12,17757.12,Campo e Campinho
"071303",Aguiar,VIANA DO ALENTEJO,ÉVORA,ÁREA PRINCIPAL,3096.94,3096.94,Aguiar
"070903",Monte do Trigo,PORTEL,ÉVORA,ÁREA PRINCIPAL,10711.19,10711.19,Monte do Trigo
"070803",Mourão,MOURÃO,ÉVORA,ÁREA PRINCIPAL,13521.77,13521.77,Mourão
"151102",Sesimbra (Santiago),SESIMBRA,SETÚBAL,ÁREA PRINCIPAL,201.37,201.59,Sesimbra (Santiago)
"150106",Comporta,ALCÁCER DO SAL,SETÚBAL,ÁREA PRINCIPAL,15053.97,15053.97,Comporta
"071301",Alcáçovas,VIANA DO ALENTEJO,ÉVORA,ÁREA PRINCIPAL,26800.47,26800.47,Alcáçovas
"150505",Carvalhal,GRÂNDOLA,SETÚBAL,ÁREA PRINCIPAL,8199.83,8199.83,Carvalhal
"071103",Monsaraz,REGUENGOS DE MONSARAZ,ÉVORA,ÁREA PRINCIPAL,8829.42,8829.42,Monsaraz
"071104",Reguengos de Monsaraz,REGUENGOS DE MONSARAZ,ÉVORA,ÁREA PRINCIPAL,10172.02,10172.02,Reguengos de Monsaraz
"071102",Corval,REGUENGOS DE MONSARAZ,ÉVORA,ÁREA PRINCIPAL,9641.16,9641.16,Corval
"070513",Torre de Coelheiros,ÉVORA,ÉVORA,ÁREA PRINCIPAL,22623.94,22623.94,Torre de Coelheiros
"151208",Sado,SETÚBAL,SETÚBAL,ÁREA PRINCIPAL,6548.87,6548.87,Sado
"070526",União das freguesias de São Manços e São Vicente do Pigeiro,ÉVORA,ÉVORA,ÁREA PRINCIPAL,19323.17,19323.17,São Manços e São Vicente do Pigeiro
"150105",São Martinho,ALCÁCER DO SAL,SETÚBAL,ÁREA PRINCIPAL,8859.29,8859.29,São Martinho
"071001",Montoito,REDONDO,ÉVORA,ÁREA PRINCIPAL,6171.07,6171.07,Montoito
"150107",União das freguesias de Alcácer do Sal (Santa Maria do Castelo e Santiago) e Santa Susana,ALCÁCER DO SAL,SETÚBAL,ÁREA PRINCIPAL,88835.22,88835.22,Santa Maria do Castelo e Santiago e Santa Susana
"151210","União das freguesias de Setúbal (São Julião, Nossa Senhora da Anunciada e Santa Maria da Graça)",SETÚBAL,SETÚBAL,ÁREA PRINCIPAL,3676.53,3676.53,"S. Julião, N. S. da Anunciada e S. Maria da Graça"
"151205",Setúbal (São Sebastião),SETÚBAL,SETÚBAL,ÁREA PRINCIPAL,2551.87,2551.87,Setúbal (São Sebastião)
"070523","União das freguesias de Évora (São Mamede, Sé, São Pedro e Santo Antão)",ÉVORA,ÉVORA,ÁREA PRINCIPAL,113.15,113.15,"Évora (São Mamede, Sé, São Pedro e Santo Antão)"
"151207",Gâmbia-Pontes-Alto da Guerra,SETÚBAL,SETÚBAL,ÁREA PRINCIPAL,3322.99,3322.99,Gâmbia-Pontes-Alto da Guerra
"151101",Sesimbra (Castelo),SESIMBRA,SETÚBAL,ÁREA PRINCIPAL,17931.96,17932.53,Sesimbra (Castelo)
"151209",União das freguesias de Azeitão (São Lourenço e São Simão),SETÚBAL,SETÚBAL,ÁREA PRINCIPAL,6931.54,6932.25,Azeitão (São Lourenço e São Simão)
"151103",Quinta do Conde,SESIMBRA,SETÚBAL,ÁREA PRINCIPAL,1437.63,1437.63,Quinta do Conde
"070605",Santiago do Escoural,MONTEMOR-O-NOVO,ÉVORA,ÁREA PRINCIPAL,13870.45,13870.45,Santiago do Escoural
"070524",União das freguesias de Malagueira e Horta das Figueiras,ÉVORA,ÉVORA,ÁREA PRINCIPAL,6442.72,6442.72,Malagueira e Horta das Figueiras
"151006",Fernão Ferro,SEIXAL,SETÚBAL,ÁREA PRINCIPAL,2390.56,2390.56,Fernão Ferro
"070104",Capelins (Santo António),ALANDROAL,ÉVORA,ÁREA PRINCIPAL,8713.55,8713.55,Capelins (Santo António)
"070606",São Cristóvão,MONTEMOR-O-NOVO,ÉVORA,ÁREA PRINCIPAL,14592.05,14592.05,São Cristóvão
"150802",Palmela,PALMELA,SETÚBAL,ÁREA PRINCIPAL,7751.06,7751.06,Palmela
"070503",Nossa Senhora de Machede,ÉVORA,ÉVORA,ÁREA PRINCIPAL,18518.93,18518.93,Nossa Senhora de Machede
"070103",Santiago Maior,ALANDROAL,ÉVORA,ÁREA PRINCIPAL,11299.39,11299.39,Santiago Maior
"070527",União das freguesias de São Sebastião da Giesteira e Nossa Senhora da Boa Fé,ÉVORA,ÉVORA,ÁREA PRINCIPAL,7538.26,7538.26,S. Sebastião da Giesteira e N. S. da Boa Fé
"070525",União das freguesias de Nossa Senhora da Tourega e Nossa Senhora de Guadalupe,ÉVORA,ÉVORA,ÁREA PRINCIPAL,26334.22,26334.22,N. S. da Tourega e N. S. de Guadalupe
"150411",União das freguesias de Palhais e Coina,BARREIRO,SETÚBAL,ÁREA PRINCIPAL,1377.93,1377.93,Palhais e Coina
"150804",Quinta do Anjo,PALMELA,SETÚBAL,ÁREA PRINCIPAL,5111.76,5111.76,Quinta do Anjo
"150407",Santo António da Charneca,BARREIRO,SETÚBAL,ÁREA PRINCIPAL,769.67,769.67,Santo António da Charneca
"071202",Landeira,VENDAS NOVAS,ÉVORA,ÁREA PRINCIPAL,6467.07,6467.07,Landeira
"070515",Canaviais,ÉVORA,ÉVORA,ÁREA PRINCIPAL,1941.23,1941.23,Canaviais
"070601",Cabrela,MONTEMOR-O-NOVO,ÉVORA,ÁREA PRINCIPAL,19225.91,19225.91,Cabrela
"151007","União das freguesias do Seixal, Arrentela e Aldeia de Paio Pires",SEIXAL,SETÚBAL,ÁREA PRINCIPAL,2990.31,2990.31,"Seixal, Arrentela e Aldeia de Paio Pires"
"151005",Corroios,SEIXAL,SETÚBAL,ÁREA PRINCIPAL,1730.97,1730.97,Corroios
"151002",Amora,SEIXAL,SETÚBAL,ÁREA PRINCIPAL,2433.33,2433.33,Amora
"070522",União das freguesias de Bacelo e Senhora da Saúde,ÉVORA,ÉVORA,ÁREA PRINCIPAL,4650.48,4650.48,Bacelo e Senhora da Saúde
"150409","União das freguesias de Alto do Seixalinho, Santo André e Verderena",BARREIRO,SETÚBAL,ÁREA PRINCIPAL,717.91,717.91,"Alto do Seixalinho, Santo André e Verderena"
"150314",União das freguesias de Charneca de Caparica e Sobreda,ALMADA,SETÚBAL,ÁREA PRINCIPAL,2905.13,2905.13,Charneca de Caparica e Sobreda
"150303",Costa da Caparica,ALMADA,SETÚBAL,ÁREA PRINCIPAL,1017.82,1017.82,Costa da Caparica
"150315",União das freguesias de Laranjeiro e Feijó,ALMADA,SETÚBAL,ÁREA PRINCIPAL,787.93,787.93,Laranjeiro e Feijó
"150603",Moita,MOITA,SETÚBAL,ÁREA PRINCIPAL,1794.15,1794.15,Moita
"150803",Pinhal Novo,PALMELA,SETÚBAL,ÁREA PRINCIPAL,5444.30,5444.30,Pinhal Novo
"150313",União das freguesias de Caparica e Trafaria,ALMADA,SETÚBAL,ÁREA PRINCIPAL,1674.56,1674.56,Caparica e Trafaria
"150607",União das freguesias de Baixa da Banheira e Vale da Amoreira,MOITA,SETÚBAL,ÁREA PRINCIPAL,642.05,642.05,Baixa da Banheira e Vale da Amoreira
"150601",Alhos Vedros,MOITA,SETÚBAL,ÁREA PRINCIPAL,1790.73,1790.73,Alhos Vedros
"150312","União das freguesias de Almada, Cova da Piedade, Pragal e Cacilhas",ALMADA,SETÚBAL,ÁREA PRINCIPAL,615.45,615.45,"Almada, Cova da Piedade, Pragal e Cacilhas"
"150410",União das freguesias de Barreiro e Lavradio,BARREIRO,SETÚBAL,ÁREA PRINCIPAL,773.56,773.56,Barreiro e Lavradio
"070105",Terena (São Pedro),ALANDROAL,ÉVORA,ÁREA PRINCIPAL,8296.95,8296.95,Terena (São Pedro)
"150608",União das freguesias de Gaio-Rosário e Sarilhos Pequenos,MOITA,SETÚBAL,ÁREA PRINCIPAL,1299.05,1299.05,Gaio-Rosário e Sarilhos Pequenos
"070502",Nossa Senhora da Graça do Divor,ÉVORA,ÉVORA,ÁREA PRINCIPAL,8413.57,8413.57,Nossa Senhora da Graça do Divor
"070509",São Miguel de Machede,ÉVORA,ÉVORA,ÁREA PRINCIPAL,8152.47,8152.47,São Miguel de Machede
"150704",Sarilhos Grandes,MONTIJO,SETÚBAL,ÁREA PRINCIPAL,1176.58,1176.58,Sarilhos Grandes
"110507",União das freguesias de Carcavelos e Parede,CASCAIS,LISBOA,ÁREA PRINCIPAL,810.99,810.99,Carcavelos e Parede
"150709",União das freguesias de Atalaia e Alto Estanqueiro-Jardia,MONTIJO,SETÚBAL,ÁREA PRINCIPAL,1364.90,1364.90,Atalaia e Alto Estanqueiro-Jardia
"110660",Estrela,LISBOA,LISBOA,ÁREA PRINCIPAL,460.40,460.40,Estrela
"110661",Misericórdia,LISBOA,LISBOA,ÁREA PRINCIPAL,219.22,219.22,Misericórdia
"111014","União das freguesias de Oeiras e São Julião da Barra, Paço de Arcos e Caxias",OEIRAS,LISBOA,ÁREA PRINCIPAL,1353.13,1353.13,"Oeiras e S. Julião da Barra, Paço de Arcos e Caxias"
"150711",União das freguesias de Pegões,MONTIJO,SETÚBAL,ÁREA PRINCIPAL,7977.03,7977.03,Pegões
"110665",Santa Maria Maior,LISBOA,LISBOA,ÁREA PRINCIPAL,301.16,301.16,Santa Maria Maior
"110658",Belém,LISBOA,LISBOA,ÁREA PRINCIPAL,1042.76,1042.76,Belém
"111012","União das freguesias de Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",OEIRAS,LISBOA,ÁREA PRINCIPAL,718.28,718.28,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo"
"110667",São Vicente,LISBOA,LISBOA,ÁREA PRINCIPAL,198.58,198.58,São Vicente
"110659",Campo de Ourique,LISBOA,LISBOA,ÁREA PRINCIPAL,165.14,165.14,Campo de Ourique
"110601",Ajuda,LISBOA,LISBOA,ÁREA PRINCIPAL,287.66,287.66,Ajuda
"110602",Alcântara,LISBOA,LISBOA,ÁREA PRINCIPAL,507.48,507.48,Alcântara
"150710",União das freguesias de Montijo e Afonsoeiro,MONTIJO,SETÚBAL,ÁREA PRINCIPAL,3146.00,3146.00,Montijo e Afonsoeiro
"110666",Santo António,LISBOA,LISBOA,ÁREA PRINCIPAL,149.43,149.43,Santo António
"110656",Arroios,LISBOA,LISBOA,ÁREA PRINCIPAL,212.78,212.78,Arroios
"150202",Samouco,ALCOCHETE,SETÚBAL,ÁREA PRINCIPAL,412.44,476.14,Samouco
"110663",Penha de França,LISBOA,LISBOA,ÁREA PRINCIPAL,271.07,271.07,Penha de França
"150806",União das freguesias de Poceirão e Marateca,PALMELA,SETÚBAL,ÁREA PRINCIPAL,28204.89,28204.89,Poceirão e Marateca
"111013",União das freguesias de Carnaxide e Queijas,OEIRAS,LISBOA,ÁREA PRINCIPAL,881.28,881.28,Carnaxide e Queijas
"150203",São Francisco,ALCOCHETE,SETÚBAL,ÁREA PRINCIPAL,416.17,416.17,São Francisco
"110607",Beato,LISBOA,LISBOA,ÁREA PRINCIPAL,248.38,248.38,Beato
"110610",Campolide,LISBOA,LISBOA,ÁREA PRINCIPAL,277.43,277.43,Campolide
"110508",União das freguesias de Cascais e Estoril,CASCAIS,LISBOA,ÁREA PRINCIPAL,2915.92,2916.01,Cascais e Estoril
"111512",Alfragide,AMADORA,LISBOA,ÁREA PRINCIPAL,251.12,251.12,Alfragide
"110657",Avenidas Novas,LISBOA,LISBOA,ÁREA PRINCIPAL,299.45,299.45,Avenidas Novas
"150202",Samouco,ALCOCHETE,SETÚBAL,ÁREA SECUNDÁRIA,63.70,476.14,Samouco
"110655",Areeiro,LISBOA,LISBOA,ÁREA PRINCIPAL,171.89,171.89,Areeiro
"071201",Vendas Novas,VENDAS NOVAS,ÉVORA,ÁREA PRINCIPAL,15771.81,15771.81,Vendas Novas
"111513",Águas Livres,AMADORA,LISBOA,ÁREA PRINCIPAL,221.28,221.28,Águas Livres
"071002",Redondo,REDONDO,ÉVORA,ÁREA PRINCIPAL,30779.80,30779.80,Redondo
"111009",Porto Salvo,OEIRAS,LISBOA,ÁREA PRINCIPAL,734.29,734.29,Porto Salvo
"070202",Igrejinha,ARRAIOLOS,ÉVORA,ÁREA PRINCIPAL,8452.12,8452.12,Igrejinha
"111002",Barcarena,OEIRAS,LISBOA,ÁREA PRINCIPAL,901.33,901.33,Barcarena
"110506",São Domingos de Rana,CASCAIS,LISBOA,ÁREA PRINCIPAL,2036.43,2036.43,São Domingos de Rana
"070610",Foros de Vale de Figueira,MONTEMOR-O-NOVO,ÉVORA,ÁREA PRINCIPAL,6739.92,6739.92,Foros de Vale de Figueira
"071404",Pardais,VILA VIÇOSA,ÉVORA,ÁREA PRINCIPAL,1794.93,1794.93,Pardais
"110639",São Domingos de Benfica,LISBOA,LISBOA,ÁREA PRINCIPAL,429.43,429.43,São Domingos de Benfica
"110608",Benfica,LISBOA,LISBOA,ÁREA PRINCIPAL,802.49,802.49,Benfica
"111517",Venteira,AMADORA,LISBOA,ÁREA PRINCIPAL,530.92,530.92,Venteira
"110621",Marvila,LISBOA,LISBOA,ÁREA PRINCIPAL,712.24,712.24,Marvila
"110654",Alvalade,LISBOA,LISBOA,ÁREA PRINCIPAL,534.17,534.17,Alvalade
"070506",São Bento do Mato,ÉVORA,ÉVORA,ÁREA PRINCIPAL,6655.44,6655.44,São Bento do Mato
"111125",União das freguesias de Massamá e Monte Abraão,SINTRA,LISBOA,ÁREA PRINCIPAL,308.58,308.58,Massamá e Monte Abraão
"111515",Falagueira-Venda Nova,AMADORA,LISBOA,ÁREA PRINCIPAL,285.74,285.74,Falagueira-Venda Nova
"110501",Alcabideche,CASCAIS,LISBOA,ÁREA PRINCIPAL,3975.57,3976.74,Alcabideche
"071401",Bencatel,VILA VIÇOSA,ÉVORA,ÁREA PRINCIPAL,3620.89,3620.89,Bencatel
"070107","União das freguesias de Alandroal (Nossa Senhora da Conceição), São Brás dos Matos (Mina do Bugalho) e Juromenha (Nossa Senhora do Loreto)",ALANDROAL,ÉVORA,ÁREA PRINCIPAL,25957.92,25957.92,"N. S. Conceição, S. Brás dos Matos e Juromenha"
"110611",Carnide,LISBOA,LISBOA,ÁREA PRINCIPAL,368.91,368.91,Carnide
"070612","União das freguesias de Nossa Senhora da Vila, Nossa Senhora do Bispo e Silveiras",MONTEMOR-O-NOVO,ÉVORA,ÁREA PRINCIPAL,41949.12,41949.12,"N. S. da Vila, N. S. do Bispo e Silveiras"
"111124",União das freguesias do Cacém e São Marcos,SINTRA,LISBOA,ÁREA PRINCIPAL,444.38,444.38,Cacém e São Marcos
"111514",Encosta do Sol,AMADORA,LISBOA,ÁREA PRINCIPAL,280.20,280.20,Encosta do Sol
"110618",Lumiar,LISBOA,LISBOA,ÁREA PRINCIPAL,657.49,657.49,Lumiar
"110633",Olivais,LISBOA,LISBOA,ÁREA PRINCIPAL,808.80,808.80,Olivais
"110726",União das freguesias de Moscavide e Portela,LOURES,LISBOA,ÁREA PRINCIPAL,165.63,165.63,Moscavide e Portela
"111122",União das freguesias de Agualva e Mira-Sintra,SINTRA,LISBOA,ÁREA PRINCIPAL,598.06,598.06,Agualva e Mira-Sintra
"070404",Évora Monte (Santa Maria),ESTREMOZ,ÉVORA,ÁREA PRINCIPAL,9938.41,9938.41,Évora Monte (Santa Maria)
"110664",Santa Clara,LISBOA,LISBOA,ÁREA PRINCIPAL,335.55,335.55,Santa Clara
"110662",Parque das Nações,LISBOA,LISBOA,ÁREA PRINCIPAL,543.50,543.50,Parque das Nações
"111516",Mina de Água,AMADORA,LISBOA,ÁREA PRINCIPAL,809.22,809.22,Mina de Água
"111108",Rio de Mouro,SINTRA,LISBOA,ÁREA PRINCIPAL,1649.38,1649.38,Rio de Mouro
"111603",Odivelas,ODIVELAS,LISBOA,ÁREA PRINCIPAL,504.45,504.45,Odivelas
"110727",União das freguesias de Sacavém e Prior Velho,LOURES,LISBOA,ÁREA PRINCIPAL,388.55,388.55,Sacavém e Prior Velho
"070304",Borba (São Bartolomeu),BORBA,ÉVORA,ÁREA PRINCIPAL,20.38,20.38,Borba (São Bartolomeu)
"111609",União das freguesias de Póvoa de Santo Adrião e Olival de Basto,ODIVELAS,LISBOA,ÁREA PRINCIPAL,262.97,262.97,Póvoa de Santo Adrião e Olival de Basto
"111608",União das freguesias de Pontinha e Famões,ODIVELAS,LISBOA,ÁREA PRINCIPAL,921.03,921.03,Pontinha e Famões
"071406",Nossa Senhora da Conceição e São Bartolomeu,VILA VIÇOSA,ÉVORA,ÁREA PRINCIPAL,3318.70,3318.70,Nossa Senhora da Conceição e São Bartolomeu
"111115",Casal de Cambra,SINTRA,LISBOA,ÁREA PRINCIPAL,216.95,216.95,Casal de Cambra
"070303",Rio de Moinhos,BORBA,ÉVORA,ÁREA PRINCIPAL,5285.45,5285.45,Rio de Moinhos
"111126",União das freguesias de Queluz e Belas,SINTRA,LISBOA,ÁREA PRINCIPAL,2646.93,2646.93,Queluz e Belas
"070208",União das freguesias de Gafanhoeira (São Pedro) e Sabugueiro,ARRAIOLOS,ÉVORA,ÁREA PRINCIPAL,8340.27,8340.27,Gafanhoeira (São Pedro) e Sabugueiro
"150201",Alcochete,ALCOCHETE,SETÚBAL,ÁREA PRINCIPAL,11944.17,11944.17,Alcochete
"070607",Ciborro,MONTEMOR-O-NOVO,ÉVORA,ÁREA PRINCIPAL,5549.37,5549.37,Ciborro
"070402",Glória,ESTREMOZ,ÉVORA,ÁREA PRINCIPAL,7274.61,7274.61,Glória
"111102",Algueirão-Mem Martins,SINTRA,LISBOA,ÁREA PRINCIPAL,1599.55,1599.55,Algueirão-Mem Martins
"111610",União das freguesias de Ramada e Caneças,ODIVELAS,LISBOA,ÁREA PRINCIPAL,965.91,965.91,Ramada e Caneças
"110730",União das freguesias de Santo António dos Cavaleiros e Frielas,LOURES,LISBOA,ÁREA PRINCIPAL,919.71,919.71,Santo António dos Cavaleiros e Frielas
"110731","União das freguesias de Camarate, Unhos e Apelação",LOURES,LISBOA,ÁREA PRINCIPAL,1156.59,1156.59,"Camarate, Unhos e Apelação"
"111128","União das freguesias de Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim)",SINTRA,LISBOA,ÁREA PRINCIPAL,6355.25,6355.25,"S. Maria, S. Miguel, S. Martinho e S. Pedro de Penaferrim"
"070209",União das freguesias de São Gregório e Santa Justa,ARRAIOLOS,ÉVORA,ÁREA PRINCIPAL,11718.69,11718.69,São Gregório e Santa Justa
"150701",Canha,MONTIJO,SETÚBAL,ÁREA PRINCIPAL,21197.12,21197.12,Canha
"070301",Borba (Matriz),BORBA,ÉVORA,ÁREA PRINCIPAL,4132.01,4132.01,Borba (Matriz)
"070201",Arraiolos,ARRAIOLOS,ÉVORA,ÁREA PRINCIPAL,14607.70,14607.70,Arraiolos
"071402",Ciladas,VILA VIÇOSA,ÉVORA,ÁREA PRINCIPAL,10751.37,10751.37,Ciladas
"111105",Colares,SINTRA,LISBOA,ÁREA PRINCIPAL,3337.17,3337.17,Colares
"070401",Arcos,ESTREMOZ,ÉVORA,ÁREA PRINCIPAL,2389.41,2389.41,Arcos
"110728","União das freguesias de Santa Iria de Azoia, São João da Talha e Bobadela",LOURES,LISBOA,ÁREA PRINCIPAL,1759.19,1759.19,"Santa Iria de Azoia, São João da Talha e Bobadela"
"070611",União das freguesias de Cortiçadas de Lavre e Lavre,MONTEMOR-O-NOVO,ÉVORA,ÁREA PRINCIPAL,21369.84,21369.84,Cortiçadas de Lavre e Lavre
"110707",Loures,LOURES,LISBOA,ÁREA PRINCIPAL,3281.50,3281.50,Loures
