Nuts_region_perm,NutsID,region_name,Perm_crop,Area_1989,Area_1999,Area_2009,Area_2019
16D011814_União das freguesias de Vagos e Santo António_Fresh fruit plantations (excluding citrus plantations),16D011814,União das freguesias de Vagos e Santo António,Fresh fruit plantations (excluding citrus plantations),6,0,0,1
16D011814_União das freguesias de Vagos e Santo António_Fruit plantations (subtropical climate zones),16D011814,União das freguesias de Vagos e Santo António,Fruit plantations (subtropical climate zones),1,1,0,13
16D011814_União das freguesias de Vagos e Santo António_Nuts plantations,16D011814,União das freguesias de Vagos e Santo António,Nuts plantations,0,0,0,0
16D011814_União das freguesias de Vagos e Santo António_Vineyards,16D011814,União das freguesias de Vagos e Santo António,Vineyards,2,0,2,1
16D011814_União das freguesias de Vagos e Santo António_Other permanent crops,16D011814,União das freguesias de Vagos e Santo António,Other permanent crops,2,0,0,2
16E011102_Barcouço_Citrus plantations,16E011102,Barcouço,Citrus plantations,6,5,6,3
16E011102_Barcouço_Olive plantations,16E011102,Barcouço,Olive plantations,71,48,44,65
16E011102_Barcouço_Fresh fruit plantations (excluding citrus plantations),16E011102,Barcouço,Fresh fruit plantations (excluding citrus plantations),10,7,6,2
16E011102_Barcouço_Fruit plantations (subtropical climate zones),16E011102,Barcouço,Fruit plantations (subtropical climate zones),0,0,0,0
16E011102_Barcouço_Nuts plantations,16E011102,Barcouço,Nuts plantations,0,2,2,6
16E011102_Barcouço_Vineyards,16E011102,Barcouço,Vineyards,328,248,162,102
16E011102_Barcouço_Other permanent crops,16E011102,Barcouço,Other permanent crops,0,0,0,0
16E011103_Casal Comba_Citrus plantations,16E011103,Casal Comba,Citrus plantations,4,3,1,1
16E011103_Casal Comba_Olive plantations,16E011103,Casal Comba,Olive plantations,90,51,40,72
16E011103_Casal Comba_Fresh fruit plantations (excluding citrus plantations),16E011103,Casal Comba,Fresh fruit plantations (excluding citrus plantations),11,5,1,2
16E011103_Casal Comba_Fruit plantations (subtropical climate zones),16E011103,Casal Comba,Fruit plantations (subtropical climate zones),0,0,0,0
16E011103_Casal Comba_Nuts plantations,16E011103,Casal Comba,Nuts plantations,0,1,0,1
16E011103_Casal Comba_Vineyards,16E011103,Casal Comba,Vineyards,463,363,226,181
16E011103_Casal Comba_Other permanent crops,16E011103,Casal Comba,Other permanent crops,0,0,0,0
16E011104_Luso_Citrus plantations,16E011104,Luso,Citrus plantations,4,5,1,0
16E011104_Luso_Olive plantations,16E011104,Luso,Olive plantations,11,19,9,12
16E011104_Luso_Fresh fruit plantations (excluding citrus plantations),16E011104,Luso,Fresh fruit plantations (excluding citrus plantations),3,5,1,1
16E011104_Luso_Fruit plantations (subtropical climate zones),16E011104,Luso,Fruit plantations (subtropical climate zones),0,0,0,0
16E011104_Luso_Nuts plantations,16E011104,Luso,Nuts plantations,0,1,0,0
16E011104_Luso_Vineyards,16E011104,Luso,Vineyards,59,41,25,17
16E011104_Luso_Other permanent crops,16E011104,Luso,Other permanent crops,0,0,0,0
16E011106_Pampilhosa_Citrus plantations,16E011106,Pampilhosa,Citrus plantations,2,2,1,1
16E011106_Pampilhosa_Olive plantations,16E011106,Pampilhosa,Olive plantations,49,27,21,21
16E011106_Pampilhosa_Fresh fruit plantations (excluding citrus plantations),16E011106,Pampilhosa,Fresh fruit plantations (excluding citrus plantations),6,4,2,1
16E011106_Pampilhosa_Fruit plantations (subtropical climate zones),16E011106,Pampilhosa,Fruit plantations (subtropical climate zones),0,0,0,0
16E011106_Pampilhosa_Nuts plantations,16E011106,Pampilhosa,Nuts plantations,0,0,0,2
16E011106_Pampilhosa_Vineyards,16E011106,Pampilhosa,Vineyards,74,59,45,24
16E011106_Pampilhosa_Other permanent crops,16E011106,Pampilhosa,Other permanent crops,0,0,0,0
16E011107_Vacariça_Citrus plantations,16E011107,Vacariça,Citrus plantations,5,8,3,1
16E011107_Vacariça_Olive plantations,16E011107,Vacariça,Olive plantations,52,59,35,42
16E011107_Vacariça_Fresh fruit plantations (excluding citrus plantations),16E011107,Vacariça,Fresh fruit plantations (excluding citrus plantations),3,10,2,2
16E011107_Vacariça_Fruit plantations (subtropical climate zones),16E011107,Vacariça,Fruit plantations (subtropical climate zones),0,0,2,11
16E011107_Vacariça_Nuts plantations,16E011107,Vacariça,Nuts plantations,1,0,0,4
16E011107_Vacariça_Vineyards,16E011107,Vacariça,Vineyards,111,156,139,50
16E011107_Vacariça_Other permanent crops,16E011107,Vacariça,Other permanent crops,0,4,0,0
"16E011109_União das freguesias da Mealhada, Ventosa do Bairro e Antes_Citrus plantations",16E011109,"União das freguesias da Mealhada, Ventosa do Bairro e Antes",Citrus plantations,5,3,1,1
"16E011109_União das freguesias da Mealhada, Ventosa do Bairro e Antes_Olive plantations",16E011109,"União das freguesias da Mealhada, Ventosa do Bairro e Antes",Olive plantations,43,33,31,40
"16E011109_União das freguesias da Mealhada, Ventosa do Bairro e Antes_Fresh fruit plantations (excluding citrus plantations)",16E011109,"União das freguesias da Mealhada, Ventosa do Bairro e Antes",Fresh fruit plantations (excluding citrus plantations),15,5,2,1
"16E011109_União das freguesias da Mealhada, Ventosa do Bairro e Antes_Fruit plantations (subtropical climate zones)",16E011109,"União das freguesias da Mealhada, Ventosa do Bairro e Antes",Fruit plantations (subtropical climate zones),0,2,3,5
"16E011109_União das freguesias da Mealhada, Ventosa do Bairro e Antes_Nuts plantations",16E011109,"União das freguesias da Mealhada, Ventosa do Bairro e Antes",Nuts plantations,2,3,1,0
"16E011109_União das freguesias da Mealhada, Ventosa do Bairro e Antes_Vineyards",16E011109,"União das freguesias da Mealhada, Ventosa do Bairro e Antes",Vineyards,505,292,195,171
"16E011109_União das freguesias da Mealhada, Ventosa do Bairro e Antes_Other permanent crops",16E011109,"União das freguesias da Mealhada, Ventosa do Bairro e Antes",Other permanent crops,1,1,7,2
16E060102_Arganil_Citrus plantations,16E060102,Arganil,Citrus plantations,0,0,0,0
16E060102_Arganil_Olive plantations,16E060102,Arganil,Olive plantations,19,37,36,16
16E060102_Arganil_Fresh fruit plantations (excluding citrus plantations),16E060102,Arganil,Fresh fruit plantations (excluding citrus plantations),10,11,9,4
16E060102_Arganil_Fruit plantations (subtropical climate zones),16E060102,Arganil,Fruit plantations (subtropical climate zones),0,0,0,0
16E060102_Arganil_Nuts plantations,16E060102,Arganil,Nuts plantations,0,0,0,0
16E060102_Arganil_Vineyards,16E060102,Arganil,Vineyards,10,7,4,12
16E060102_Arganil_Other permanent crops,16E060102,Arganil,Other permanent crops,0,0,0,0
16E060104_Benfeita_Citrus plantations,16E060104,Benfeita,Citrus plantations,0,0,0,0
16E060104_Benfeita_Olive plantations,16E060104,Benfeita,Olive plantations,56,41,35,4
16E060104_Benfeita_Fresh fruit plantations (excluding citrus plantations),16E060104,Benfeita,Fresh fruit plantations (excluding citrus plantations),1,1,1,0
16E060104_Benfeita_Fruit plantations (subtropical climate zones),16E060104,Benfeita,Fruit plantations (subtropical climate zones),0,0,0,0
16E060104_Benfeita_Nuts plantations,16E060104,Benfeita,Nuts plantations,1,2,1,0
16E060104_Benfeita_Vineyards,16E060104,Benfeita,Vineyards,10,3,2,0
16E060104_Benfeita_Other permanent crops,16E060104,Benfeita,Other permanent crops,0,0,0,0
16E060105_Celavisa_Citrus plantations,16E060105,Celavisa,Citrus plantations,0,0,0,0
16E060105_Celavisa_Olive plantations,16E060105,Celavisa,Olive plantations,6,8,8,1
16E060105_Celavisa_Fresh fruit plantations (excluding citrus plantations),16E060105,Celavisa,Fresh fruit plantations (excluding citrus plantations),0,0,0,0
16E060105_Celavisa_Fruit plantations (subtropical climate zones),16E060105,Celavisa,Fruit plantations (subtropical climate zones),0,0,0,0
16E060105_Celavisa_Nuts plantations,16E060105,Celavisa,Nuts plantations,0,1,0,0
16E060105_Celavisa_Vineyards,16E060105,Celavisa,Vineyards,1,0,0,0
16E060105_Celavisa_Other permanent crops,16E060105,Celavisa,Other permanent crops,0,0,0,0
16E060109_Folques_Citrus plantations,16E060109,Folques,Citrus plantations,0,0,0,0
16E060109_Folques_Olive plantations,16E060109,Folques,Olive plantations,36,32,4,3
16E060109_Folques_Fresh fruit plantations (excluding citrus plantations),16E060109,Folques,Fresh fruit plantations (excluding citrus plantations),10,5,1,1
16E060109_Folques_Fruit plantations (subtropical climate zones),16E060109,Folques,Fruit plantations (subtropical climate zones),0,0,0,0
16E060109_Folques_Nuts plantations,16E060109,Folques,Nuts plantations,0,2,2,0
16E060109_Folques_Vineyards,16E060109,Folques,Vineyards,2,1,0,0
16E060109_Folques_Other permanent crops,16E060109,Folques,Other permanent crops,0,0,0,0
16E060111_Piódão_Citrus plantations,16E060111,Piódão,Citrus plantations,0,0,0,0
16E060111_Piódão_Olive plantations,16E060111,Piódão,Olive plantations,4,11,2,1
16E060111_Piódão_Fresh fruit plantations (excluding citrus plantations),16E060111,Piódão,Fresh fruit plantations (excluding citrus plantations),0,2,0,1
16E060111_Piódão_Fruit plantations (subtropical climate zones),16E060111,Piódão,Fruit plantations (subtropical climate zones),0,0,0,0
16E060111_Piódão_Nuts plantations,16E060111,Piódão,Nuts plantations,0,0,1,0
16E060111_Piódão_Vineyards,16E060111,Piódão,Vineyards,1,1,0,0
16E060111_Piódão_Other permanent crops,16E060111,Piódão,Other permanent crops,0,0,0,0
16E060112_Pomares_Citrus plantations,16E060112,Pomares,Citrus plantations,0,0,0,0
16E060112_Pomares_Olive plantations,16E060112,Pomares,Olive plantations,32,33,20,5
16E060112_Pomares_Fresh fruit plantations (excluding citrus plantations),16E060112,Pomares,Fresh fruit plantations (excluding citrus plantations),0,0,0,0
16E060112_Pomares_Fruit plantations (subtropical climate zones),16E060112,Pomares,Fruit plantations (subtropical climate zones),0,0,0,0
16E060112_Pomares_Nuts plantations,16E060112,Pomares,Nuts plantations,0,0,0,1
16E060112_Pomares_Vineyards,16E060112,Pomares,Vineyards,4,3,2,3
16E060112_Pomares_Other permanent crops,16E060112,Pomares,Other permanent crops,0,0,0,0
16E060113_Pombeiro da Beira_Citrus plantations,16E060113,Pombeiro da Beira,Citrus plantations,0,0,0,1
16E060113_Pombeiro da Beira_Olive plantations,16E060113,Pombeiro da Beira,Olive plantations,21,59,33,59
16E060113_Pombeiro da Beira_Fresh fruit plantations (excluding citrus plantations),16E060113,Pombeiro da Beira,Fresh fruit plantations (excluding citrus plantations),1,1,0,8
16E060113_Pombeiro da Beira_Fruit plantations (subtropical climate zones),16E060113,Pombeiro da Beira,Fruit plantations (subtropical climate zones),0,0,0,0
16E060113_Pombeiro da Beira_Nuts plantations,16E060113,Pombeiro da Beira,Nuts plantations,0,0,0,2
16E060113_Pombeiro da Beira_Vineyards,16E060113,Pombeiro da Beira,Vineyards,11,7,4,24
16E060113_Pombeiro da Beira_Other permanent crops,16E060113,Pombeiro da Beira,Other permanent crops,0,0,0,0
16E060114_São Martinho da Cortiça_Citrus plantations,16E060114,São Martinho da Cortiça,Citrus plantations,0,0,0,0
16E060114_São Martinho da Cortiça_Olive plantations,16E060114,São Martinho da Cortiça,Olive plantations,87,61,61,82
16E060114_São Martinho da Cortiça_Fresh fruit plantations (excluding citrus plantations),16E060114,São Martinho da Cortiça,Fresh fruit plantations (excluding citrus plantations),2,0,1,8
16E060114_São Martinho da Cortiça_Fruit plantations (subtropical climate zones),16E060114,São Martinho da Cortiça,Fruit plantations (subtropical climate zones),0,0,0,0
16E060114_São Martinho da Cortiça_Nuts plantations,16E060114,São Martinho da Cortiça,Nuts plantations,10,0,0,5
16E060114_São Martinho da Cortiça_Vineyards,16E060114,São Martinho da Cortiça,Vineyards,13,5,6,11
16E060114_São Martinho da Cortiça_Other permanent crops,16E060114,São Martinho da Cortiça,Other permanent crops,0,0,0,0
16E060115_Sarzedo_Citrus plantations,16E060115,Sarzedo,Citrus plantations,0,0,0,0
16E060115_Sarzedo_Olive plantations,16E060115,Sarzedo,Olive plantations,16,22,14,6
16E060115_Sarzedo_Fresh fruit plantations (excluding citrus plantations),16E060115,Sarzedo,Fresh fruit plantations (excluding citrus plantations),3,0,0,0
16E060115_Sarzedo_Fruit plantations (subtropical climate zones),16E060115,Sarzedo,Fruit plantations (subtropical climate zones),0,0,0,0
16E060115_Sarzedo_Nuts plantations,16E060115,Sarzedo,Nuts plantations,0,2,1,1
16E060115_Sarzedo_Vineyards,16E060115,Sarzedo,Vineyards,5,3,1,1
16E060115_Sarzedo_Other permanent crops,16E060115,Sarzedo,Other permanent crops,0,0,0,0
16E060116_Secarias_Citrus plantations,16E060116,Secarias,Citrus plantations,0,0,0,0
16E060116_Secarias_Olive plantations,16E060116,Secarias,Olive plantations,1,3,1,7
16E060116_Secarias_Fresh fruit plantations (excluding citrus plantations),16E060116,Secarias,Fresh fruit plantations (excluding citrus plantations),1,0,0,2
16E060116_Secarias_Fruit plantations (subtropical climate zones),16E060116,Secarias,Fruit plantations (subtropical climate zones),0,0,0,2
16E060116_Secarias_Nuts plantations,16E060116,Secarias,Nuts plantations,0,0,0,12
16E060116_Secarias_Vineyards,16E060116,Secarias,Vineyards,1,1,1,0
16E060116_Secarias_Other permanent crops,16E060116,Secarias,Other permanent crops,0,0,0,0
16E060119_União das freguesias de Cepos e Teixeira_Citrus plantations,16E060119,União das freguesias de Cepos e Teixeira,Citrus plantations,0,0,0,0
16E060119_União das freguesias de Cepos e Teixeira_Olive plantations,16E060119,União das freguesias de Cepos e Teixeira,Olive plantations,10,35,16,6
16E060119_União das freguesias de Cepos e Teixeira_Fresh fruit plantations (excluding citrus plantations),16E060119,União das freguesias de Cepos e Teixeira,Fresh fruit plantations (excluding citrus plantations),0,0,0,0
16E060119_União das freguesias de Cepos e Teixeira_Fruit plantations (subtropical climate zones),16E060119,União das freguesias de Cepos e Teixeira,Fruit plantations (subtropical climate zones),0,0,0,0
16E060119_União das freguesias de Cepos e Teixeira_Nuts plantations,16E060119,União das freguesias de Cepos e Teixeira,Nuts plantations,2,1,4,3
16E060119_União das freguesias de Cepos e Teixeira_Vineyards,16E060119,União das freguesias de Cepos e Teixeira,Vineyards,2,0,0,0
16E060119_União das freguesias de Cepos e Teixeira_Other permanent crops,16E060119,União das freguesias de Cepos e Teixeira,Other permanent crops,0,0,0,0
16E060120_União das freguesias de Cerdeira e Moura da Serra_Citrus plantations,16E060120,União das freguesias de Cerdeira e Moura da Serra,Citrus plantations,0,0,0,0
16E060120_União das freguesias de Cerdeira e Moura da Serra_Olive plantations,16E060120,União das freguesias de Cerdeira e Moura da Serra,Olive plantations,44,35,22,7
16E060120_União das freguesias de Cerdeira e Moura da Serra_Fresh fruit plantations (excluding citrus plantations),16E060120,União das freguesias de Cerdeira e Moura da Serra,Fresh fruit plantations (excluding citrus plantations),1,1,0,0
16E060120_União das freguesias de Cerdeira e Moura da Serra_Fruit plantations (subtropical climate zones),16E060120,União das freguesias de Cerdeira e Moura da Serra,Fruit plantations (subtropical climate zones),0,0,0,5
16E060120_União das freguesias de Cerdeira e Moura da Serra_Nuts plantations,16E060120,União das freguesias de Cerdeira e Moura da Serra,Nuts plantations,3,2,0,3
16E060120_União das freguesias de Cerdeira e Moura da Serra_Vineyards,16E060120,União das freguesias de Cerdeira e Moura da Serra,Vineyards,3,2,1,0
16E060120_União das freguesias de Cerdeira e Moura da Serra_Other permanent crops,16E060120,União das freguesias de Cerdeira e Moura da Serra,Other permanent crops,0,0,0,0
16E060121_União das freguesias de Côja e Barril de Alva_Citrus plantations,16E060121,União das freguesias de Côja e Barril de Alva,Citrus plantations,0,0,0,0
16E060121_União das freguesias de Côja e Barril de Alva_Olive plantations,16E060121,União das freguesias de Côja e Barril de Alva,Olive plantations,32,42,26,9
16E060121_União das freguesias de Côja e Barril de Alva_Fresh fruit plantations (excluding citrus plantations),16E060121,União das freguesias de Côja e Barril de Alva,Fresh fruit plantations (excluding citrus plantations),6,3,0,5
16E060121_União das freguesias de Côja e Barril de Alva_Fruit plantations (subtropical climate zones),16E060121,União das freguesias de Côja e Barril de Alva,Fruit plantations (subtropical climate zones),0,0,0,0
16E060121_União das freguesias de Côja e Barril de Alva_Nuts plantations,16E060121,União das freguesias de Côja e Barril de Alva,Nuts plantations,0,0,0,12
16E060121_União das freguesias de Côja e Barril de Alva_Vineyards,16E060121,União das freguesias de Côja e Barril de Alva,Vineyards,10,3,1,0
16E060121_União das freguesias de Côja e Barril de Alva_Other permanent crops,16E060121,União das freguesias de Côja e Barril de Alva,Other permanent crops,0,0,0,0
